1430,Eiganjo Free-Riders,uncommon,0.19,0.59,0.04,0.25,white,Kev Walker,2005-06-03,Saviors of Kamigawa
1431,Archon of Absolution,uncommon,0.25,0.45,0.17,0.29,white,Igor Kieryluk,2019-10-04,Throne of Eldraine
1432,Vodalian Soldiers,common,0.09,,0.02,,blue,Melissa A. Benson,1999-04-21,Classic Sixth Edition
1433,Mindbender Spores,rare,1.37,,0.46,,green,Ian Miller,1996-10-08,Mirage
1434,Flawless Forgery,rare,0.10,,0.14,,blue,Durion,2022-04-29,New Capenna Commander
1435,"Nadaar, Selfless Paladin",rare,0.67,0.61,0.62,1.00,white,Aaron Miller,2021-07-23,Adventures in the Forgotten Realms
1436,Lash of the Tyrant,common,12.98,,0.50,,none,Chuck Lukacs,2014-05-02,Journey into Nyx Hero's Path
1437,Zo-Zu the Punisher,rare,3.87,,1.89,,red,Wayne Reynolds,2017-03-31,Duel Decks: Mind vs. Might
1438,Deputy of Detention,rare,0.25,1.97,0.22,2.49,blue-white,G-host Lee,2019-01-25,Ravnica Allegiance
1439,Persistent Petitioners,common,0.74,4.11,0.23,2.61,blue,Jason Rainville,2019-01-25,Ravnica Allegiance
1440,War-Wing Siren,common,0.04,0.29,0.05,0.14,blue,Magali Villeneuve,2014-05-02,Journey into Nyx
1441,Talon of Pain,uncommon,0.11,3.37,0.18,0.18,none,Daren Bader,2004-02-06,Darksteel
1442,Muzzio's Preparations,common,0.14,0.25,0.05,0.35,none,Karl Kopinski,2014-06-06,Conspiracy
1443,Cached Defenses,uncommon,0.07,0.12,0.13,0.15,green,Zack Stella,2015-01-23,Fate Reforged
1444,Fireslinger,common,1.05,,0.15,,red,Jeff Reitz,2014-12-05,Duel Decks Anthology: Jace vs. Chandra
1445,Tectonic Giant,rare,0.23,,0.19,,red,Slawomir Maniak,2022-06-10,Commander Legends: Battle for Baldur's Gate
1446,Savage Hunger,common,0.09,0.25,0.19,0.02,green,Trevor Claxton,2008-10-03,Shards of Alara
1447,Over My Dead Bodies,rare,0.22,0.51,0.06,0.20,black,Even Amundsen,2017-12-08,Unstable
1448,Boxing Ring,rare,0.59,0.70,0.22,0.25,green,James Paick,2022-04-29,New Capenna Commander
1449,Tectonic Instability,rare,1.48,15.20,2.34,18.00,red,Rob Alexander,2000-10-02,Invasion
1450,Blood of the Martyr,uncommon,0.22,,0.39,,white,Christopher Rush,1995-07-01,Chronicles
1451,Fists of the Demigod,common,0.26,6.63,0.48,1.50,black-red,Dan Scott,2008-05-02,Shadowmoor
1452,Defiant Khenra,common,0.03,0.24,0.06,0.03,red,David Palumbo,2017-07-14,Hour of Devastation
1453,Wall of Shadows,common,0.07,,0.02,,black,Pete Venters,1995-07-01,Chronicles
1454,Steel Sabotage,common,0.10,0.11,0.11,0.05,blue,Daarken,2020-08-07,Double Masters
1455,Hanweir Battlements,rare,2.08,7.77,3.06,8.99,red,Vincent Proce,2016-07-22,Eldritch Moon
1456,Callous Sell-Sword // Burn Together,uncommon,0.45,0.45,0.17,0.22,black-red,Valera Lutfullina,2023-09-08,Wilds of Eldraine
1457,Species Gorger,uncommon,0.08,0.53,0.30,0.27,green-blue,Min Yum,2013-05-03,Dragon's Maze
1458,Telim'Tor's Edict,rare,1.25,,1.49,,red,Kev Walker,1996-10-08,Mirage
1459,Brine Elemental,uncommon,0.07,0.26,0.16,0.26,blue,Stephen Tappin,2021-03-19,Time Spiral Remastered
1460,Exhaustion,uncommon,0.26,,0.15,,blue,Paolo Parente,2005-07-29,Ninth Edition
1461,Quicksilver Fountain,rare,2.59,9.33,0.34,2.99,none,Trevor Hairsine,2003-10-02,Mirrodin
1462,Embodiment of Fury,uncommon,0.06,0.67,0.05,0.20,red,David Palumbo,2016-01-22,Oath of the Gatewatch
1463,Strands of Night,uncommon,0.31,,0.20,,black,Glen Angus,2001-04-11,Seventh Edition
1464,Atomwheel Acrobats,common,0.02,0.11,0.19,0.10,green,Tomek Larek,2022-10-07,Unfinity
1465,Unflinching Courage,uncommon,0.21,,0.18,,green-white,Mike Bierek,2018-08-09,Commander 2018
1466,Odious Trow,common,0.16,0.24,0.15,0.30,black-green,Warren Mahy,2008-07-25,Eventide
1467,Red Herring,rare,0.42,,4.99,,red-blue,Chris Mooney,2021-08-20,Mystery Booster Playtest Cards 2021
1468,And They Shall Know No Fear,uncommon,11.60,,11.35,,white,Games Workshop,2022-10-07,"Warhammer 40,000 Commander"
1469,Prowling Caracal,common,0.20,,0.19,,white,Jonathan Kuo,2019-07-12,Core Set 2020
1470,Ghastly Remains,rare,0.23,3.69,0.45,4.49,black,"Edward P. Beard, Jr.",2003-02-03,Legions
1471,Observant Alseid,common,0.07,0.21,0.11,0.19,white,Todd Lockwood,2013-09-27,Theros
1472,Giant Warthog,common,0.10,0.25,0.05,0.25,green,Kev Walker,2002-05-27,Judgment
1473,Walk the Aeons,rare,0.99,3.53,0.53,3.95,blue,Jeremy Jarvis,2021-03-19,Time Spiral Remastered
1474,Burn Down the House,rare,0.55,1.74,0.20,0.88,red,Campbell White,2021-09-24,Innistrad: Midnight Hunt
1475,Green Slime,rare,0.25,,0.23,,green,Igor Kieryluk,2022-06-10,Commander Legends: Battle for Baldur's Gate
1476,Lorehold Excavation,uncommon,0.02,0.11,0.05,0.11,red-white,Jinho Bae,2021-04-23,Strixhaven: School of Mages
1477,Stack of Paperwork,rare,0.72,,7.74,,white,Hanspeter Ziegler,2021-08-20,Mystery Booster Playtest Cards 2021
1478,Roc Hunter,common,0.01,0.02,0.02,0.02,red,Ina Wong,2022-11-18,The Brothers' War
1479,Sorcerer's Wand,uncommon,0.11,0.73,0.09,0.15,none,Matt Stewart,2018-04-27,Dominaria
1480,Akroan Phalanx,uncommon,0.06,0.25,0.30,0.19,red-white,Steve Prescott,2014-02-07,Born of the Gods
1481,Forethought Amulet,rare,25.25,,17.20,,none,Melissa A. Benson,1994-06-01,Legends
1482,Mtenda Herder,common,0.14,,0.02,,white,Zina Saunders,1996-10-08,Mirage
1483,Cephalid Scout,common,0.08,0.34,0.02,0.46,blue,Alan Pollack,2001-10-01,Odyssey
1484,"Lonis, Cryptozoologist",rare,0.13,0.63,0.15,0.11,green-blue,Andrew Mar,2021-06-18,Modern Horizons 2
1485,Those Who Serve,common,0.02,0.20,0.02,0.05,white,Volkan Baǵa,2017-04-28,Amonkhet
1486,Madblind Mountain,uncommon,0.32,13.87,0.08,0.23,red,Fred Fields,2008-05-02,Shadowmoor
1487,Leatherback Baloth,uncommon,0.22,0.84,0.08,1.99,green,Dave Kendall,2010-02-05,Worldwake
1488,Shifting Loyalties,uncommon,0.11,0.48,0.05,0.25,blue,James Ryman,2015-01-23,Fate Reforged
1489,Fated Return,rare,0.14,,0.10,,black,Peter Mohrbacher,2020-09-25,Zendikar Rising Commander
1490,Wurmquake,rare,0.14,,0.10,,green,Xavier Ribeiro,2023-02-03,Phyrexia: All Will Be One Commander
1491,Emergent Ultimatum,rare,1.33,1.68,3.05,3.99,black-green-blue,Zack Stella,2020-04-24,Ikoria: Lair of Behemoths
1492,Balshan Griffin,uncommon,0.14,0.69,0.19,0.30,blue,Wayne England,2001-10-01,Odyssey
1493,"Squee, Goblin Nabob",uncommon,0.12,0.25,0.19,0.10,red,Greg Staples,2023-08-04,Commander Masters
1494,"Grist, the Hunger Tide",mythic,5.82,10.05,6.04,13.00,black-green,Yongjae Choi,2021-06-18,Modern Horizons 2
1495,Lost Isle Calling,rare,0.16,0.20,0.18,0.12,blue,Wangjie Li,2023-06-23,The Lord of the Rings: Tales of Middle-earth
1496,Keldon Flamesage,rare,0.05,0.14,0.03,0.38,red,Jason A. Engle,2022-09-09,Dominaria United
1497,Founding the Third Path,uncommon,0.09,0.53,0.23,0.28,blue,Chris Seaman,2022-09-09,Dominaria United
1498,Alert Shu Infantry,uncommon,15.96,,7.00,,white,Solomon Au Yeung,1999-05-01,Portal Three Kingdoms
1499,Serra Disciple,common,0.04,0.19,0.20,0.15,white,Victor Adame Minguez,2018-04-27,Dominaria
1500,Bridge from Below,rare,1.29,2.14,0.48,2.45,black,Daarken,2018-12-07,Ultimate Masters
1501,Neverending Torment,rare,0.56,7.60,0.25,9.09,black,Thomas Gianni,2005-06-03,Saviors of Kamigawa
1502,"Xantcha, Sleeper Agent",rare,0.41,0.41,0.63,1.53,black-red,Mark Winters,2023-08-04,Commander Masters
1503,Charging Binox,common,0.02,,0.05,0.13,green,Jason Felix,2018-06-08,Battlebond
1504,Mind Unbound,rare,0.54,1.17,0.60,1.30,blue,Jason Felix,2011-07-15,Magic 2012
1505,Manabarbs,rare,3.09,10.59,0.57,1.24,red,Jeff Miracola,2011-07-15,Magic 2012
1506,"Gyome, Master Chef",mythic,,11.87,,7.88,black-green,Steve Prescott,2021-04-23,Commander 2021
1507,Soraya the Falconer,rare,1.21,,3.00,,white,Dennis Detwiller,1995-10-01,Homelands
1508,Two-Headed Hunter // Twice the Rage,uncommon,,0.36,0.10,0.19,red,Filip Burburan,2023-09-08,Wilds of Eldraine
1509,Rabid Rats,common,0.20,,0.15,,black,Matthew D. Wilson,1998-03-02,Stronghold
1510,Drown in the Loch,uncommon,0.64,,2.20,,black-blue,John Stanko,2022-06-10,Commander Legends: Battle for Baldur's Gate
1511,Cryptic Serpent,common,0.14,0.30,0.14,0.40,blue,Lius Lasahido,2023-08-04,Commander Masters
1512,Guess Your Fate,uncommon,0.04,0.05,,,none,Bruce Brenneise,2022-10-07,Unfinity
1513,Force of Despair,rare,2.19,9.44,1.68,8.98,black,Seb McKinnon,2019-06-14,Modern Horizons
1514,"Lobelia, Defender of Bag End",rare,0.16,,0.90,,black,Caroline Gariba,2023-06-23,Tales of Middle-earth Commander
1515,Killer Service,rare,0.31,,0.39,,green,Simon Dominic,2022-04-29,New Capenna Commander
1516,Nimbus Wings,common,0.13,0.26,0.02,0.14,white,Chris Rahn,2009-10-02,Zendikar
1517,Cathartic Reunion,common,0.21,0.22,0.02,0.15,red,Howard Lyon,2020-08-07,Double Masters
1518,Aven Liberator,common,0.06,0.25,0.10,0.47,white,Brian Snõddy,2003-05-26,Scourge
1519,"Venser, Shaper Savant",rare,0.85,1.03,0.64,2.14,blue,Aleksi Briclot,2022-07-08,Double Masters 2022
1520,Mistform Mutant,uncommon,0.15,0.49,0.30,0.55,blue,John Avon,2002-10-07,Onslaught
1521,Gustcloak Runner,common,0.05,0.33,0.24,0.24,white,Glen Angus,2002-10-07,Onslaught
1522,Firefist Adept,uncommon,0.06,0.15,0.05,0.20,red,Lucas Graciano,2018-04-27,Dominaria
1523,Sunspire Griffin,common,0.03,0.23,0.15,0.10,white,Johannes Voss,2012-10-05,Return to Ravnica
1524,Gatecreeper Vine,common,0.35,,0.19,,green,Trevor Claxton,2014-03-14,Duel Decks: Jace vs. Vraska
1525,Geth's Verdict,common,0.24,2.13,0.65,1.85,black,Whit Brachna,2011-05-13,New Phyrexia
1526,Monstrify,common,0.05,0.25,0.34,0.15,green,Lars Grant-West,2008-07-25,Eventide
1527,"Aurelia, the Warleader",mythic,5.81,8.34,6.00,6.50,red-white,Slawomir Maniak,2022-07-08,Double Masters 2022
1528,Daybreak Coronet,rare,4.97,8.66,4.99,7.50,white,Johannes Voss,2018-12-07,Ultimate Masters
1529,Soul Summons,common,0.01,0.16,0.04,0.10,white,Johann Bodin,2015-01-23,Fate Reforged
1530,Shaper Parasite,uncommon,0.03,0.15,0.05,0.19,blue,rk post,2021-03-19,Time Spiral Remastered
1531,Agility,common,0.11,,0.02,,red,Drew Tucker,1996-10-08,Mirage
1532,Amass the Components,common,0.04,0.12,0.02,0.08,blue,Matt Stewart,2017-11-17,Iconic Masters
1533,Snarespinner,common,0.01,0.04,0.04,0.02,green,Michele Giorgi,2022-09-09,Dominaria United
1534,Enrage,uncommon,0.14,,0.09,,red,Justin Sweet,2005-07-29,Ninth Edition
1535,Llanowar Empath,common,0.10,,0.02,,green,Warren Mahy,2018-04-06,Duel Decks: Elves vs. Inventors
1536,Joint Assault,common,0.02,0.10,0.08,0.25,green,Raymond Swanland,2012-05-04,Avacyn Restored
1537,Essence Capture,uncommon,0.05,0.13,0.05,0.25,blue,Campbell White,2022-02-18,Kamigawa: Neon Dynasty
1538,Deathgazer,uncommon,0.02,,0.02,,black,Donato Giancola,2005-07-29,Ninth Edition
1539,Eldritch Evolution,rare,4.20,23.36,5.95,24.99,green,Jason Rainville,2016-07-22,Eldritch Moon
1540,Verdant Confluence,rare,0.17,0.31,0.04,0.28,green,Kieran Yanner,2023-08-04,Commander Masters
1541,Weaponized Scrap,rare,0.12,,4.00,,none,Tyler Wright,2021-08-20,Mystery Booster Playtest Cards 2021
1542,Solar Tide,rare,0.72,2.01,0.30,0.90,white,Dave Dorman,2003-10-02,Mirrodin
1543,Pillarfield Ox,common,0.01,,0.01,0.19,white,Andrew Robinson,2014-06-06,Conspiracy
1544,Sightless Brawler,uncommon,0.06,0.25,0.10,0.41,white,Johann Bodin,2014-05-02,Journey into Nyx
1545,Festercreep,common,0.13,,0.09,,black,Jeff Easley,2018-06-08,Commander Anthology Volume II
1546,Goremand,uncommon,0.10,0.36,0.03,0.19,black,Igor Kieryluk,2023-08-04,Commander Masters
1547,Spontaneous Combustion,uncommon,0.10,0.24,0.08,0.29,black-red,Jason Rainville,2014-06-06,Conspiracy
1548,Zzzyxas's Abyss,rare,0.89,,0.25,34.99,black,Pete Venters,2004-11-19,Unhinged
1549,"Azami, Lady of Scrolls",rare,0.16,0.45,0.09,0.50,blue,Ittoku,2023-08-04,Commander Masters
1550,Kederekt Creeper,common,0.08,0.23,0.38,0.25,black-red-blue,Mark Hyzer,2008-10-03,Shards of Alara
1551,Fen Hauler,common,0.02,0.10,0.01,0.15,black,Sidharth Chaturvedi,2017-01-20,Aether Revolt
1552,Indomitable Archangel,mythic,0.31,,0.24,,white,Allen Williams,2022-02-18,Neon Dynasty Commander
1553,Voracious Null,common,0.08,0.14,0.04,0.10,black,Karl Kopinski,2015-10-02,Battle for Zendikar
1554,Paragon of Fierce Defiance,uncommon,0.15,0.53,0.11,0.79,red,Slawomir Maniak,2014-07-18,Magic 2015
1555,Nezumi Ronin,common,0.20,0.95,0.02,0.90,black,Scott M. Fischer,2004-10-01,Champions of Kamigawa
1556,Scouting Hawk,common,0.04,0.16,0.09,0.02,white,Ilse Gort,2022-06-10,Commander Legends: Battle for Baldur's Gate
1557,Scrying Sheets,rare,5.75,79.95,2.97,2.49,none,Thomas M. Baxa,2006-07-21,Coldsnap
1558,Malanthrope,rare,0.18,,0.23,,green-blue,Ørjan Ruttenborg Svendsen,2022-10-07,"Warhammer 40,000 Commander"
1559,Sand Golem,uncommon,0.19,,0.05,,none,John Matson,1996-10-08,Mirage
1560,Mistform Stalker,uncommon,0.08,0.28,0.05,0.54,blue,Randy Gallegos,2002-10-07,Onslaught
1561,Tremble,common,0.23,3.32,0.30,1.15,red,Ciruelo,2001-10-01,Odyssey
1562,Equinox,common,1.37,,2.14,,white,Susan Van Camp,1994-06-01,Legends
1563,Team Pennant,uncommon,0.06,0.17,0.02,0.09,none,Anna Fehr,2021-04-23,Strixhaven: School of Mages
1564,Quest for the Holy Relic,uncommon,0.19,2.15,0.02,0.50,white,Greg Staples,2009-10-02,Zendikar
1565,Wandering Mind,uncommon,0.08,0.16,0.19,0.25,red-blue,Simon Dominic,2021-11-19,Innistrad: Crimson Vow
1566,Owlbear,common,0.04,0.16,0.11,0.12,green,Ilse Gort,2021-07-23,Adventures in the Forgotten Realms
1567,Deathgaze Cockatrice,common,0.05,0.24,0.02,0.29,black,Kev Walker,2013-07-19,Magic 2014
1568,Expand the Sphere,uncommon,0.07,0.17,0.11,0.05,green,Sergey Glushakov,2023-02-03,Phyrexia: All Will Be One
1569,Eyes of the Beholder,common,0.02,0.12,0.02,0.05,black,Kari Christensen,2021-07-23,Adventures in the Forgotten Realms
1570,Pincher Beetles,common,0.12,,0.01,,green,Stephen Daniele,2007-07-13,Tenth Edition
1571,Lifespinner,uncommon,0.26,1.42,0.05,0.98,green,Cara Mitten,2005-02-04,Betrayers of Kamigawa
1572,Tomb Tyrant,rare,1.24,,0.84,,black,Chris Cold,2021-09-24,Midnight Hunt Commander
1573,Quagmire,uncommon,2.82,,2.30,,black,Dan Frazier,1994-06-01,Legends
1574,Curse of Hospitality,rare,0.22,0.33,0.20,0.49,red,Dominik Mayer,2021-11-19,Innistrad: Crimson Vow
1575,Grand Warlord Radha,rare,0.48,2.68,0.33,1.10,green-red,Anna Steinbauer,2018-04-27,Dominaria
1576,Elven Palisade,uncommon,0.18,,0.05,,green,Mark Zug,1998-06-15,Exodus
1577,Phone a Friend,mythic,0.14,0.18,0.40,3.99,blue,Ben Wootten,2022-10-07,Unfinity
1578,Glassblower's Puzzleknot,common,0.02,0.25,0.19,0.28,blue,Kieran Yanner,2016-09-30,Kaladesh
1579,Sparkspitter,common,0.07,0.11,0.02,0.05,red,Dan Scott,2018-12-07,Ultimate Masters
1580,Refraction Trap,uncommon,0.11,0.40,0.02,0.20,white,Zoltan Boros & Gabor Szikszai,2010-02-05,Worldwake
1581,Punish Ignorance,rare,0.23,0.48,0.25,0.33,black-blue-white,Shelly Wan,2008-10-03,Shards of Alara
1582,"Sythis, Harvest''s Hand",rare,0.87,,0.89,,green-white,Ryan Yee,2023-08-04,Commander Masters
1583,Battle Frenzy,common,0.10,,0.05,,red,Brian Snõddy,1995-06-03,Ice Age
1584,Grinding Station,uncommon,9.89,98.65,7.50,7.39,none,Greg Staples,2004-06-04,Fifth Dawn
1585,Ragemonger,uncommon,0.14,3.78,0.19,0.79,black-red,Karl Kopinski,2014-02-07,Born of the Gods
1586,Resurgent Belief,rare,0.46,0.70,0.24,0.25,white,Cliff Childs,2021-06-18,Modern Horizons 2
1587,Jeska's Will,rare,13.61,,15.00,,red,Izzy,2022-06-10,Commander Legends: Battle for Baldur's Gate
1588,Triton Cavalry,uncommon,0.13,0.29,0.30,0.29,blue,Kev Walker,2014-05-02,Journey into Nyx
1589,Life Matrix,rare,43.23,,44.89,,none,Amy Weber,1994-06-01,Legends
1590,Awaken the Ancient,rare,0.23,0.59,0.26,0.48,red,Jaime Jones,2013-07-19,Magic 2014
1591,Ephemerate,common,1.37,5.57,1.94,8.00,white,Bastien L. Deharme,2019-06-14,Modern Horizons
1592,Arcum Dagsson,mythic,8.44,21.22,12.90,10.00,blue,Pete Venters,2020-08-07,Double Masters
1593,Heliod's Pilgrim,common,0.10,0.21,0.16,0.20,white,Micah Epstein,2020-01-24,Theros Beyond Death
1594,Shivan Reef,rare,0.75,1.07,1.06,0.99,red-blue,Andrew Mar,2022-09-09,Dominaria United
1595,Instigator,rare,0.30,19.31,0.99,13.00,black,Fred Fields,1999-10-04,Mercadian Masques
1596,Ward of Piety,uncommon,0.11,0.21,0.05,0.14,white,Tim Hildebrandt,2005-02-04,Betrayers of Kamigawa
1597,Aether Barrier,rare,2.31,16.56,0.96,15.06,blue,David Martin,2000-02-14,Nemesis
1598,First Response,uncommon,0.02,0.15,0.02,0.10,white,Slawomir Maniak,2020-11-20,Commander Legends
1599,Lhurgoyf,rare,0.28,,0.25,,green,Pete Venters,2018-06-08,Commander Anthology Volume II
1600,Brandywine Farmer,common,0.04,0.07,0.04,0.18,green,Yuriy Chemezov,2023-06-23,The Lord of the Rings: Tales of Middle-earth
1601,Skyswirl Harrier,common,0.04,0.18,0.01,0.21,white,John Severin Brassell,2016-09-30,Kaladesh
1602,Eye Spy,uncommon,0.14,,0.09,,blue,DiTerlizzi,1999-07-01,Starter 1999
1603,Quietus Spike,rare,0.24,,0.14,,none,Mark Brill,2022-04-29,New Capenna Commander
1604,Littjara,common,1.27,,1.35,,none,Jonas De Ro,2023-04-21,March of the Machine Commander
1605,Dream Devourer,rare,0.37,1.06,1.11,0.40,black,David Rapoza,2021-02-05,Kaldheim
1606,Oxidize,uncommon,0.25,0.62,0.12,1.12,green,Kev Walker,2004-02-06,Darksteel
1607,Mob Justice,common,0.40,,0.17,,red,Ron Spencer,1998-03-02,Stronghold
1608,Frankenstein's Monster,rare,13.76,,12.89,,black,Anson Maddocks,1994-08-01,The Dark
1609,"Yukora, the Prisoner",rare,0.49,12.17,1.24,1.46,black,Tony Szczudlo,2005-02-04,Betrayers of Kamigawa
1610,Zhur-Taa Goblin,uncommon,0.05,0.38,0.11,0.10,green-red,Wayne Reynolds,2019-01-25,Ravnica Allegiance
1611,Knight,common,0.19,,,,white,Hideaki Takamura,2018-06-08,Commander Anthology Volume II Tokens
1612,Goblin Tunneler,common,0.09,,0.19,,red,Jesper Ejsing,2017-10-24,Duel Decks: Merfolk vs. Goblins
1613,Leonin Abunas,rare,1.58,2.28,0.97,1.00,white,Carl Critchlow,2020-08-07,Double Masters
1614,Demonic Rising,rare,0.11,0.59,0.13,0.79,black,Trevor Claxton,2012-05-04,Avacyn Restored
1615,Mire's Grasp,common,0.03,0.08,0.06,0.50,black,Chris Rallis,2020-01-24,Theros Beyond Death
1616,_____ _____ Rocketship,uncommon,0.01,0.03,0.02,0.19,none,Ralph Horsley,2022-10-07,Unfinity
1617,Hundred-Talon Kami,common,0.13,0.25,0.01,0.06,white,Paolo Parente,2004-10-01,Champions of Kamigawa
1618,Skinwing,common,0.06,0.09,0.25,0.20,none,Igor Kieryluk,2020-08-07,Double Masters
1619,Horses of the Bruinen,uncommon,0.03,0.07,0.07,0.08,blue,Kasia 'Kafis' Zielińska,2023-06-23,The Lord of the Rings: Tales of Middle-earth
1620,Secret Base,common,0.17,0.99,0.09,1.25,none,John Thacker,2017-12-08,Unstable
1621,Vastwood Zendikon,common,0.04,,0.04,,green,Rob Alexander,2020-07-17,Jumpstart
1622,Mardu Roughrider,uncommon,0.04,0.29,0.05,0.20,black-red-white,Kev Walker,2014-09-26,Khans of Tarkir
1623,Protean Hulk,rare,6.28,15.72,6.00,15.00,green,Matt Cavotta,2018-03-16,Masters 25
1624,Rootcoil Creeper,uncommon,0.07,0.20,0.11,0.20,green-blue,Iris Compiet,2021-09-24,Innistrad: Midnight Hunt
1625,Dark Offering,uncommon,0.25,,0.52,,black,"Edward P. Beard, Jr.",1999-07-01,Starter 1999
1626,Mournwhelk,common,0.09,0.34,0.02,0.50,black,Jeremy Jarvis,2007-10-12,Lorwyn
1627,"Valduk, Keeper of the Flame",uncommon,0.06,0.15,0.03,0.13,red,Victor Adame Minguez,2023-08-04,Commander Masters
1628,Impeccable Timing,common,0.01,0.16,0.01,0.05,white,Kev Walker,2017-04-28,Amonkhet
1629,Hunting Moa,uncommon,0.15,,0.14,,green,DiTerlizzi,2010-06-18,Archenemy
1630,Floodtide Serpent,common,0.06,0.18,0.01,0.20,blue,Steven Belledin,2014-02-07,Born of the Gods
1631,Wicked Visitor,common,0.34,0.45,0.19,0.48,black,Nicholas Gregory,2023-09-08,Wilds of Eldraine
1632,Niblis of the Breath,uncommon,0.08,0.47,0.23,0.35,blue,Igor Kieryluk,2012-02-03,Dark Ascension
1633,Auriok Survivors,uncommon,0.07,0.46,0.04,0.45,white,James Ryman,2011-05-13,New Phyrexia
1634,Gangrenous Goliath,rare,0.13,,1.00,3.69,black,Justin Sweet,2002-10-07,Onslaught
1635,Fog of War,common,0.02,0.06,0.03,0.17,green,Josu Hernaiz,2022-11-18,The Brothers' War
1636,Gaze of Granite,rare,0.14,,0.09,,black-green,Nils Hamm,2021-04-23,Commander 2021
1637,Damping Matrix,rare,0.30,0.72,0.25,0.99,none,Mike Dringenberg,2017-03-17,Modern Masters 2017
1638,Crypt Rats,uncommon,0.24,2.21,0.17,2.00,black,Matt Cavotta,2019-06-14,Modern Horizons
1639,Volcanic Spite,common,0.12,0.20,0.11,0.49,red,Kevin Sidharta,2023-04-21,March of the Machine
1640,Skyrider Patrol,uncommon,0.05,0.27,0.20,0.20,green-blue,Mitchell Malloy,2018-07-13,Core Set 2019
1641,Reaper of the Wilds,rare,0.24,,0.09,,black-green,Karl Kopinski,2014-03-14,Duel Decks: Jace vs. Vraska
1642,Cowed by Wisdom,common,0.18,0.47,0.19,0.50,white,Daren Bader,2005-06-03,Saviors of Kamigawa
1643,Captivating Crew,rare,0.26,,0.14,,red,Winona Nelson,2020-04-17,Commander 2020
1644,Tidal Kraken,rare,1.71,,0.30,,blue,Christopher Moeller,2005-07-29,Ninth Edition
1645,Relentless Rats,common,2.66,3.60,1.44,0.74,black,Johann Bodin,2018-03-16,Masters 25
1646,"Immard, the Stormcleaver",rare,0.46,,0.58,,red-blue-white,Kai Carpenter,2022-03-03,Universes Within
1647,Cathedral Sanctifier,common,0.12,,0.38,,white,Michael C. Hayes,2016-02-26,Duel Decks: Blessed vs. Cursed
1648,Zhalfirin Commander,uncommon,0.08,,0.02,,white,Stuart Griffin,2011-04-01,Duel Decks: Knights vs. Dragons
1649,Nimble Mongoose,common,0.02,0.17,0.21,0.03,green,Kev Walker,2019-06-14,Modern Horizons
1650,Twining Twins // Swift Spiral,rare,3.91,1.90,1.73,2.48,blue-white,Fajareka Setiawan,2023-09-08,Wilds of Eldraine
1651,Vampire's Kiss,common,0.12,0.20,0.20,0.03,black,Ilse Gort,2021-11-19,Innistrad: Crimson Vow
1652,Deprive,common,0.31,4.68,0.63,4.88,blue,Izzy,2010-04-23,Rise of the Eldrazi
1653,Truth or Tale,uncommon,0.20,1.06,0.10,0.10,blue,Michael Phillippi,2006-10-06,Time Spiral
1654,Energy Tap,common,0.19,,0.30,,blue,Daniel Gelon,1995-04-01,Fourth Edition
1655,Groundshaker Sliver,common,0.17,1.04,0.13,0.50,green,Chase Stone,2013-07-19,Magic 2014
1656,Coral Eel,common,0.15,,0.08,,blue,Una Fricker,2005-07-29,Ninth Edition
1657,Lumengrid Gargoyle,common,0.02,0.02,0.69,0.29,none,Randis Albion,2020-11-20,Commander Legends
1658,Abyssal Nightstalker,uncommon,0.40,,0.18,,black,Sam Wood,1998-06-24,Portal Second Age
1659,Misshapen Fiend,common,0.12,4.33,0.05,4.74,black,Adam Rex,1999-10-04,Mercadian Masques
1660,Magus of the Future,rare,0.18,0.55,0.03,0.29,blue,Anthony Francisco,2021-03-19,Time Spiral Remastered
1661,Beckon Apparition,common,0.05,0.18,0.03,0.29,black-white,Cliff Childs,2018-12-07,Ultimate Masters
1662,Niv-Mizzet Reborn,mythic,0.67,13.75,1.79,12.99,black-green-red-blue-white,Raymond Swanland,2019-05-03,War of the Spark
1663,Last-Minute Chopping,mythic,,41.68,,25.00,black-blue,Marta Nael,2021-12-01,Happy Holidays
1664,Stormwing Dragon,uncommon,0.13,0.51,0.22,0.15,red,Svetlin Velinov,2015-03-27,Dragons of Tarkir
1665,Lorehold Command,rare,0.16,0.31,0.20,0.15,red-white,Jason Rainville,2021-04-23,Strixhaven: School of Mages
1666,"Akroma, Angel of Wrath",mythic,3.48,,1.95,,white,Terese Nielsen,2020-04-17,Commander 2020
1667,Murderous Rider // Swift End,rare,0.57,,0.94,,black,Josh Hass,2023-04-21,March of the Machine Commander
1668,Qasali Pridemage,common,0.11,0.25,0.09,0.07,green-white,Chris Rahn,2022-07-08,Double Masters 2022
1669,Goblin Wardriver,uncommon,0.48,,0.20,,red,Chippy,2017-10-24,Duel Decks: Merfolk vs. Goblins
1670,Felhide Minotaur,common,0.02,0.25,0.02,0.20,black,Kev Walker,2013-09-27,Theros
1671,Wall of Wonder,rare,0.22,,0.10,,blue,Carl Critchlow,2001-04-11,Seventh Edition
1672,Geistblast,uncommon,0.07,0.24,0.10,0.25,red-blue,Raymond Swanland,2016-04-08,Shadows over Innistrad
1673,Wrenn and Six,mythic,37.23,42.29,45.90,67.49,green-red,Chase Stone,2022-07-08,Double Masters 2022
1674,Weathered Wayfarer,rare,1.59,2.24,0.83,2.83,white,Greg Hildebrandt & Tim Hildebrandt,2022-07-08,Double Masters 2022
